,Tenure Months,Monthly Charges,Total Charges,Churn Score,CLTV,Senior Citizen_Yes,Gender_Male,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Internet Service_Fiber optic,Internet Service_No,Streaming Movies_No internet service,Streaming Movies_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Churn Reason_cliente_activo
0,1.3738949312251616,1.2513160193758686,2.0187776644988147,-1.784814861990237,-0.20911749340411376,-0.49388944986254174,1.0,1.1427965525491397,2.185734273009919,0.324442842261525,-0.324442842261525,-0.8736175062175733,-0.4377034569496719,-0.5783799655118889,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,1.7011025836204001,-0.4377034569496719,1.2099891858721255,2.284651821050118,-0.47198243509507093,-1.3487047582354257,0.9570478270761198,-0.4377034569496719,-0.4377034569496719,1.2006421099392495,2.0687341581143657,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
1,0.9581697662568408,0.6064991411353728,1.0881021372357496,-1.0897512116537813,1.621592278374772,-0.49388944986254174,-1.0,1.1427965525491397,-0.45751215614280744,0.324442842261525,-0.324442842261525,-0.8736175062175733,-0.4377034569496719,1.72896721814173,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,1.7011025836204001,-0.4377034569496719,1.2099891858721255,-0.4377034569496719,2.118722913488446,-1.3487047582354257,-1.044879860450761,-0.4377034569496719,-0.4377034569496719,1.2006421099392495,2.0687341581143657,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
2,-0.9957385090942669,0.07031988912017839,-0.8132819214228487,-0.6263754447628106,0.0971194757522993,2.0247446068716752,1.0,1.1427965525491397,-0.45751215614280744,0.324442842261525,-0.324442842261525,-0.8736175062175733,-0.4377034569496719,-0.5783799655118889,-0.4377034569496719,-0.6909922978812609,-0.4377034569496719,-0.7003075196009031,-0.4377034569496719,-0.587854024577244,-0.4377034569496719,-0.8264536672525954,-0.4377034569496719,-0.47198243509507093,0.7414521183334057,0.9570478270761198,-0.4377034569496719,-0.4377034569496719,-0.8328876621282242,-0.4833873874405845,1.1979896297942076,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
3,-0.12271566266079323,-1.054605208245034,-0.496484048697968,0.2540385123300335,-1.6891230100942853,-0.49388944986254174,1.0,1.1427965525491397,-0.45751215614280744,-3.0822070014844876,3.0822070014844876,-0.8736175062175733,-0.4377034569496719,-0.5783799655118889,-0.4377034569496719,-0.6909922978812609,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,-0.587854024577244,-0.4377034569496719,1.2099891858721255,2.284651821050118,-0.47198243509507093,0.7414521183334057,-1.044879860450761,-0.4377034569496719,-0.4377034569496719,-0.8328876621282242,2.0687341581143657,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
4,-0.24743321215128947,-1.4698812955901355,-0.6638238423480208,-0.11666210118274299,1.130774122329562,-0.49388944986254174,-1.0,-0.8750463919141028,-0.45751215614280744,0.324442842261525,-0.324442842261525,1.1446657065397126,2.284651821050118,-0.5783799655118889,2.284651821050118,-0.6909922978812609,2.284651821050118,-0.7003075196009031,2.284651821050118,-0.587854024577244,2.284651821050118,-0.8264536672525954,-0.4377034569496719,2.118722913488446,-1.3487047582354257,-1.044879860450761,2.284651821050118,2.284651821050118,-0.8328876621282242,-0.4833873874405845,-0.8347317665611025,1.9505453722888186,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
5,0.1682919528170313,-0.20127417644307377,-0.0028890441908229415,0.3467136657082276,0.934446859911478,-0.49388944986254174,-1.0,1.1427965525491397,2.185734273009919,0.324442842261525,-0.324442842261525,1.1446657065397126,-0.4377034569496719,-0.5783799655118889,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,-0.587854024577244,-0.4377034569496719,-0.8264536672525954,-0.4377034569496719,-0.47198243509507093,-1.3487047582354257,-1.044879860450761,-0.4377034569496719,-0.4377034569496719,-0.8328876621282242,-0.4833873874405845,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
6,1.3323224147283295,1.246059360042386,1.7987797794038756,-0.6263754447628106,1.6014561488959942,-0.49388944986254174,1.0,1.1427965525491397,2.185734273009919,0.324442842261525,-0.324442842261525,1.1446657065397126,-0.4377034569496719,-0.5783799655118889,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,-0.7003075196009031,-0.4377034569496719,1.7011025836204001,-0.4377034569496719,1.2099891858721255,-0.4377034569496719,-0.47198243509507093,0.7414521183334057,0.9570478270761198,-0.4377034569496719,-0.4377034569496719,1.2006421099392495,-0.4833873874405845,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
7,1.8311926126903144,0.6625701740258505,1.9182131053793525,0.4393888190864217,1.3967388325284193,-0.49388944986254174,1.0,1.1427965525491397,-0.45751215614280744,0.324442842261525,-0.324442842261525,1.1446657065397126,-0.4377034569496719,1.72896721814173,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,1.7011025836204001,-0.4377034569496719,1.2099891858721255,-0.4377034569496719,2.118722913488446,0.7414521183334057,-1.044879860450761,-0.4377034569496719,-0.4377034569496719,1.2006421099392495,-0.4833873874405845,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
8,1.8311926126903144,0.8325354924751118,2.09487250893639,-1.6921397086120429,0.06272025455938715,-0.49388944986254174,1.0,1.1427965525491397,2.185734273009919,0.324442842261525,-0.324442842261525,1.1446657065397126,-0.4377034569496719,1.72896721814173,-0.4377034569496719,1.4471941338076078,-0.4377034569496719,1.4279441131374513,-0.4377034569496719,1.7011025836204001,-0.4377034569496719,1.2099891858721255,-0.4377034569496719,2.118722913488446,0.7414521183334057,-1.044879860450761,-0.4377034569496719,-0.4377034569496719,1.2006421099392495,2.0687341581143657,-0.8347317665611025,-0.5126771282569935,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
9,-0.7878759266101064,-1.6748910095959453,-0.8585256434097148,-2.1091778988139165,0.8824285254246352,-0.49388944986254174,1.0,-0.8750463919141028,-0.45751215614280744,0.324442842261525,-0.324442842261525,-0.8736175062175733,2.284651821050118,-0.5783799655118889,2.284651821050118,-0.6909922978812609,2.284651821050118,-0.7003075196009031,2.284651821050118,-0.587854024577244,2.284651821050118,-0.8264536672525954,-0.4377034569496719,-0.47198243509507093,-1.3487047582354257,-1.044879860450761,2.284651821050118,2.284651821050118,-0.8328876621282242,-0.4833873874405845,-0.8347317665611025,1.9505453722888186,-0.23269189086526001,-0.18981844517486468,-0.1972574607881179,-0.23076923076923075,-0.21284269642818093,-0.04009634698823127,-0.2072890493972125,-0.12443842885293563,-0.10913847792273731,-0.15527262811292883,-0.10913847792273731,-0.10913847792273731,-0.11992761272150818,-0.16833189198632975,-0.07147657128038905,-0.07334327609581479,-0.1640825308284734,-0.16748971693966186,-0.15617376188860607,1.0
